Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
A00616,139413,,Self-Employed,37,Married,3.0,321,1,0.46,184018,2898783.0,211432,240,Education,Semi-Urban,Graduate,Male,Govt,No
A00617,163705,,Unemployed,53,Single,3.0,533,4,0.16,796666,664813.0,400863,60,Personal,Rural,Postgraduate,Female,Private,No
A00618,110496,60129.0,Business,42,Married,1.0,661,2,0.17,701188,,1135970,60,Education,Rural,Graduate,Female,Private,No
A00619,23101,,Unemployed,26,Single,4.0,668,1,0.68,401129,2729043.0,456516,24,Personal,Rural,Postgraduate,Female,Private,No
A00620,169441,,Salaried,23,Single,3.0,616,1,0.6,550341,,1265334,120,Personal,Semi-Urban,Graduate,Male,Private,No
A00621,194706,,Self-Employed,39,Married,2.0,453,4,0.28,590253,2836361.0,1358193,12,Business,Urban,Graduate,Female,Self,No
A00622,47357,,Self-Employed,48,Single,4.0,613,0,0.25,697325,52691.0,788733,180,Education,Urban,Undergraduate,Female,Govt,Yes
A00623,66570,56629.0,Salaried,23,Single,2.0,597,1,0.35,376858,,1042325,120,Personal,Urban,Undergraduate,Female,Self,No
A00624,99536,75781.0,Self-Employed,29,Single,4.0,504,2,0.28,586208,,923070,24,Business,Semi-Urban,Graduate,Male,Self,No
A00625,130841,,Self-Employed,43,Single,0.0,815,5,0.35,376399,,1032261,120,Home,Semi-Urban,Graduate,Male,Self,Yes
A00626,94269,,Business,55,Married,3.0,430,4,0.18,312592,,1236095,240,Business,Urban,Graduate,Male,Private,No
A00627,185362,,Business,57,Married,,399,2,0.17,729139,1439604.0,1059711,24,Education,Rural,Undergraduate,Female,Govt,No
A00628,73600,88562.0,Salaried,40,Married,4.0,608,5,0.17,513512,2665836.0,63528,12,Home,Urban,Graduate,Male,Private,Yes
A00629,21463,,Business,28,Single,4.0,700,0,0.59,429209,2078866.0,678985,180,Business,Rural,Undergraduate,Male,Private,No
A00630,53337,83387.0,Self-Employed,36,Single,,489,1,0.39,541362,2984455.0,408142,12,Business,Semi-Urban,Undergraduate,Female,Private,No
A00631,116140,91442.0,Self-Employed,48,Married,4.0,775,3,0.17,34329,,360727,36,Home,Rural,Undergraduate,Female,Govt,Yes
A00632,107989,,Business,21,Single,4.0,769,2,0.31,380125,2149829.0,382009,12,Education,Rural,Graduate,Female,Self,Yes
A00633,162625,,Self-Employed,40,Married,4.0,443,2,0.33,76523,,876128,180,Personal,Urban,Undergraduate,Female,Self,No
A00634,167233,,Unemployed,22,Single,2.0,369,0,0.4,247959,454919.0,383823,240,Education,Rural,Graduate,Male,Govt,No
A00635,115685,,Self-Employed,60,Married,1.0,365,0,0.36,125034,206943.0,575302,36,Home,Rural,Postgraduate,Female,Govt,Yes
A00636,182089,75206.0,Salaried,52,Single,4.0,500,2,0.22,716824,1249945.0,967535,240,Education,Urban,Undergraduate,Male,Self,No
A00637,190284,12609.0,Business,21,Single,1.0,334,1,0.3,432847,2433602.0,804054,240,Education,Rural,Postgraduate,Female,Private,No
A00638,177130,73229.0,Business,48,Single,0.0,368,3,0.18,399388,347240.0,1361707,12,Business,Urban,Graduate,Female,Govt,No
A00639,73725,,Salaried,43,Single,3.0,699,5,0.42,170531,1258248.0,192507,120,Home,Rural,Undergraduate,Male,Self,No
A00640,138464,34478.0,Business,47,Single,,333,2,0.18,215251,1453167.0,597107,12,Education,Semi-Urban,Graduate,Male,Private,No
A00641,33550,54557.0,Business,29,Married,,864,3,0.12,763466,225074.0,617297,36,Business,Semi-Urban,Postgraduate,Male,Govt,Yes
A00642,29511,3454.0,Self-Employed,45,Married,3.0,847,4,0.13,721801,,1480134,180,Business,Rural,Graduate,Male,Private,Yes
A00643,45931,,Salaried,42,Married,3.0,660,1,0.16,65736,1048958.0,965458,180,Home,Urban,Undergraduate,Male,Govt,No
A00644,35083,7425.0,Unemployed,39,Single,3.0,749,1,0.7,334384,1516611.0,141686,180,Home,Rural,Graduate,Male,Private,Yes
A00645,157513,,Salaried,49,Single,2.0,665,1,0.62,389757,,684847,180,Home,Urban,Postgraduate,Female,Self,No
A00646,178019,,Business,29,Married,0.0,380,1,0.17,246734,1329007.0,1142605,24,Business,Rural,Postgraduate,Male,Govt,No
A00647,145785,,Self-Employed,45,Single,0.0,584,4,0.61,93597,,680011,240,Business,Semi-Urban,Postgraduate,Male,Govt,No
A00648,68930,49719.0,Business,24,Single,2.0,741,4,0.66,324970,,1434964,240,Education,Urban,Postgraduate,Female,Private,No
A00649,29973,,Self-Employed,50,Single,,594,4,0.2,605417,,938846,24,Education,Urban,Postgraduate,Female,Govt,No
A00650,80518,,Self-Employed,46,Married,0.0,645,4,0.26,650448,,130963,36,Personal,Semi-Urban,Graduate,Female,Private,Yes
A00651,19526,57659.0,Unemployed,43,Married,2.0,777,0,0.35,673722,2384584.0,1057068,120,Personal,Urban,Postgraduate,Male,Private,Yes
A00652,87389,,Business,32,Married,1.0,430,1,0.24,652966,2801371.0,358075,180,Business,Rural,Postgraduate,Male,Self,No
A00653,74756,,Salaried,43,Single,0.0,563,0,0.31,758212,237624.0,1183387,120,Home,Urban,Graduate,Female,Self,No
A00654,112349,,Self-Employed,48,Single,3.0,373,5,0.46,155029,,643671,180,Personal,Semi-Urban,Postgraduate,Male,Govt,No
A00655,111548,,Unemployed,22,Single,1.0,453,4,0.41,643622,,272784,60,Home,Rural,Undergraduate,Male,Private,No
A00656,185187,10281.0,Salaried,53,Married,4.0,529,4,0.42,665943,,1254686,60,Business,Semi-Urban,Postgraduate,Male,Self,No
A00657,91825,,Self-Employed,35,Single,0.0,548,2,0.37,335108,534093.0,1005926,36,Home,Semi-Urban,Undergraduate,Female,Self,No
A00658,75384,,Self-Employed,29,Single,2.0,535,4,0.46,261842,1759671.0,1177462,12,Home,Semi-Urban,Postgraduate,Male,Self,No
A00659,144551,82920.0,Business,21,Single,,484,3,0.56,131656,,399744,12,Education,Urban,Postgraduate,Male,Self,No
A00660,58761,9570.0,Salaried,45,Single,0.0,827,4,0.52,376581,,935750,36,Personal,Rural,Undergraduate,Male,Self,No
A00661,26858,,Business,49,Married,1.0,759,3,0.54,308343,2051127.0,963708,12,Personal,Rural,Undergraduate,Female,Private,No
A00662,99000,57486.0,Salaried,58,Single,2.0,820,5,0.4,106605,,635733,36,Business,Semi-Urban,Graduate,Male,Govt,Yes
A00663,70228,,Self-Employed,41,Single,3.0,888,4,0.17,369218,1244499.0,258596,24,Education,Semi-Urban,Postgraduate,Male,Govt,Yes
A00664,189701,36520.0,Salaried,56,Married,0.0,398,1,0.46,796533,758218.0,1116817,60,Home,Semi-Urban,Graduate,Female,Self,No
A00665,126805,,Self-Employed,50,Single,0.0,833,1,0.63,119939,,668537,240,Education,Semi-Urban,Undergraduate,Male,Private,No
A00666,35726,97553.0,Unemployed,31,Married,,376,2,0.48,356626,,1113382,180,Personal,Urban,Postgraduate,Male,Self,No
A00667,151654,41618.0,Self-Employed,23,Married,,871,5,0.18,662756,83431.0,1380636,24,Personal,Semi-Urban,Graduate,Female,Govt,Yes
A00668,145213,37040.0,Self-Employed,26,Married,,503,5,0.36,763417,948374.0,1132772,24,Home,Semi-Urban,Undergraduate,Female,Self,No
A00669,114690,82709.0,Business,54,Single,3.0,657,3,0.63,193811,1308713.0,1427705,240,Business,Rural,Postgraduate,Female,Private,No
A00670,40305,28695.0,Self-Employed,49,Single,,594,3,0.17,264413,,732407,12,Personal,Rural,Postgraduate,Male,Private,No
A00671,143234,,Self-Employed,39,Single,,540,0,0.14,537139,,611877,36,Business,Semi-Urban,Postgraduate,Female,Private,Yes
A00672,83340,,Salaried,35,Married,4.0,797,5,0.37,672173,,762699,24,Home,Rural,Undergraduate,Female,Govt,Yes
A00673,173586,70748.0,Business,26,Married,2.0,321,3,0.49,374833,2369006.0,748955,120,Education,Urban,Undergraduate,Female,Self,No
A00674,75118,38035.0,Salaried,47,Married,4.0,682,2,0.12,584811,1093139.0,502177,60,Business,Urban,Graduate,Female,Private,Yes
A00675,21355,30147.0,Self-Employed,28,Married,0.0,334,2,0.59,692106,1730871.0,842423,12,Business,Urban,Graduate,Male,Govt,No
A00676,169191,51265.0,Salaried,48,Married,2.0,619,2,0.26,784598,,1124487,180,Business,Semi-Urban,Postgraduate,Female,Govt,No
A00677,73262,,Business,55,Single,2.0,794,2,0.7,261496,1653936.0,1112403,240,Home,Semi-Urban,Graduate,Male,Private,No
A00678,75847,,Unemployed,27,Married,4.0,788,4,0.59,330698,1444335.0,1398088,24,Education,Semi-Urban,Undergraduate,Male,Govt,No
A00679,52048,,Business,57,Single,1.0,835,5,0.35,66795,,537440,12,Personal,Rural,Undergraduate,Female,Govt,Yes
A00680,85292,90491.0,Business,55,Single,4.0,875,3,0.29,333221,2784722.0,1098189,120,Home,Urban,Postgraduate,Male,Private,Yes
A00681,48366,99206.0,Self-Employed,28,Single,1.0,465,4,0.12,211954,1885432.0,398540,180,Business,Urban,Undergraduate,Female,Private,No
A00682,17427,38895.0,Salaried,38,Married,2.0,745,2,0.44,343046,,1145720,120,Education,Rural,Undergraduate,Female,Self,No
A00683,173470,,Self-Employed,42,Married,1.0,773,1,0.11,177216,,333826,60,Home,Urban,Postgraduate,Male,Govt,Yes
A00684,196939,,Business,24,Married,2.0,638,0,0.14,496461,2543322.0,1360662,180,Home,Urban,Postgraduate,Female,Private,Yes
A00685,168214,,Salaried,46,Married,,676,4,0.15,593368,2319189.0,584248,24,Personal,Urban,Postgraduate,Male,Govt,Yes
A00686,151922,,Salaried,58,Married,1.0,638,4,0.23,295704,,1318305,12,Education,Urban,Graduate,Female,Govt,No
A00687,99761,10195.0,Unemployed,49,Married,4.0,440,4,0.28,702137,,942140,60,Business,Semi-Urban,Undergraduate,Female,Private,No
A00688,96726,,Self-Employed,59,Single,3.0,843,0,0.53,179185,,498579,180,Personal,Rural,Graduate,Female,Self,Yes
A00689,106273,23332.0,Salaried,43,Married,1.0,674,3,0.33,229164,2637777.0,939355,60,Personal,Rural,Graduate,Male,Self,No
A00690,96367,43050.0,Business,53,Single,3.0,677,2,0.49,641249,1195161.0,77251,12,Personal,Semi-Urban,Undergraduate,Male,Self,No
A00691,22976,,Salaried,32,Married,,765,3,0.12,791364,2766015.0,1042893,180,Education,Urban,Graduate,Female,Govt,Yes
A00692,29692,58114.0,Business,55,Single,,621,0,0.3,208614,2797710.0,631913,24,Personal,Rural,Graduate,Female,Private,Yes
A00693,190039,87771.0,Unemployed,53,Single,4.0,366,1,0.2,769366,1168352.0,359359,24,Business,Urban,Undergraduate,Male,Private,No
A00694,86765,,Salaried,50,Married,,420,2,0.15,735115,,1241545,12,Education,Semi-Urban,Undergraduate,Male,Govt,No
A00695,17736,,Business,36,Married,2.0,771,0,0.55,718965,2744074.0,695466,12,Business,Rural,Postgraduate,Male,Private,Yes
A00696,51811,,Self-Employed,33,Single,0.0,723,1,0.26,213902,,622101,60,Personal,Rural,Postgraduate,Female,Self,Yes
A00697,152112,58939.0,Self-Employed,45,Single,,337,4,0.7,569080,2435348.0,376535,240,Personal,Urban,Postgraduate,Female,Govt,No
A00698,149551,,Self-Employed,37,Single,2.0,523,3,0.39,125898,2218580.0,115951,120,Business,Rural,Undergraduate,Male,Private,No
A00699,198838,,Self-Employed,47,Single,1.0,308,1,0.21,355971,1462104.0,1047187,60,Education,Urban,Postgraduate,Female,Self,No
A00700,165985,,Self-Employed,36,Single,0.0,708,3,0.39,763510,,579687,24,Home,Semi-Urban,Postgraduate,Female,Self,Yes
A00701,120054,77735.0,Business,31,Married,1.0,467,4,0.67,630843,2976078.0,680367,180,Personal,Urban,Graduate,Female,Govt,No
A00702,105728,,Salaried,21,Married,1.0,469,3,0.28,159655,890565.0,1431202,240,Education,Semi-Urban,Graduate,Male,Govt,No
A00703,194493,,Self-Employed,31,Single,3.0,305,3,0.52,109766,,772913,180,Education,Urban,Postgraduate,Male,Private,No
A00704,50003,,Business,48,Married,1.0,589,5,0.31,417982,2290241.0,1301871,120,Education,Urban,Postgraduate,Female,Private,No
A00705,146453,,Self-Employed,35,Married,2.0,379,5,0.23,529235,838405.0,339574,60,Education,Semi-Urban,Graduate,Female,Private,No
A00706,116401,,Salaried,47,Single,,335,2,0.38,176487,1720239.0,426476,180,Home,Rural,Postgraduate,Male,Govt,No
A00707,98630,,Self-Employed,52,Single,2.0,765,0,0.56,707750,,1421154,180,Home,Rural,Postgraduate,Female,Private,Yes
A00708,102834,,Self-Employed,48,Single,1.0,414,1,0.19,407099,2879976.0,1165080,120,Business,Semi-Urban,Graduate,Female,Private,No
A00709,25444,,Business,24,Single,0.0,771,2,0.36,724729,,1306882,120,Personal,Urban,Postgraduate,Female,Private,Yes
A00710,19592,,Self-Employed,23,Married,1.0,604,5,0.42,122108,1548391.0,1299438,12,Home,Urban,Undergraduate,Male,Self,No
A00711,144355,,Self-Employed,60,Single,0.0,653,3,0.12,773278,,561916,24,Home,Semi-Urban,Undergraduate,Male,Private,Yes
A00712,181917,,Self-Employed,22,Married,1.0,732,3,0.6,788041,1127340.0,435729,120,Personal,Semi-Urban,Undergraduate,Male,Self,Yes
A00713,27800,,Salaried,38,Single,2.0,520,3,0.46,199734,1211209.0,1494651,12,Business,Urban,Graduate,Female,Self,No
A00714,49017,,Salaried,41,Married,4.0,773,4,0.53,237074,992983.0,253733,36,Business,Rural,Postgraduate,Female,Self,No
A00715,116984,62338.0,Unemployed,41,Married,4.0,651,2,0.61,470969,,776382,180,Education,Rural,Postgraduate,Female,Private,No
A00716,23458,86599.0,Self-Employed,43,Single,,798,4,0.28,222633,,224256,60,Home,Urban,Undergraduate,Male,Self,Yes
A00717,107176,,Business,39,Married,3.0,725,0,0.33,785195,2108383.0,1216938,120,Home,Urban,Postgraduate,Male,Govt,Yes
A00718,44001,,Business,46,Single,2.0,482,1,0.35,433360,1526498.0,1203581,240,Personal,Rural,Graduate,Female,Self,No
A00719,155411,,Unemployed,52,Single,2.0,530,3,0.65,305189,1935154.0,1022898,12,Personal,Semi-Urban,Undergraduate,Male,Self,No
A00720,40774,,Business,33,Married,4.0,728,3,0.18,35451,2645753.0,1384662,120,Business,Urban,Postgraduate,Male,Govt,Yes
A00721,164240,,Salaried,22,Single,2.0,393,2,0.61,690890,1683007.0,1311106,180,Education,Urban,Postgraduate,Male,Private,No
A00722,49773,38401.0,Unemployed,57,Single,4.0,331,1,0.69,486498,,1017163,180,Home,Rural,Postgraduate,Male,Govt,No
A00723,136166,94640.0,Salaried,23,Single,2.0,307,5,0.62,714752,,1480307,180,Home,Rural,Undergraduate,Male,Private,No
A00724,141040,95162.0,Salaried,23,Married,1.0,599,3,0.36,423832,,812048,240,Personal,Rural,Graduate,Male,Private,No
A00725,123237,,Salaried,51,Single,,445,1,0.49,282356,,490580,60,Education,Semi-Urban,Postgraduate,Female,Self,No
A00726,131568,,Salaried,38,Married,2.0,564,4,0.41,42480,637290.0,1296606,120,Personal,Rural,Postgraduate,Female,Self,No
A00727,56498,,Self-Employed,49,Single,2.0,786,5,0.19,314203,697773.0,1461967,180,Education,Urban,Graduate,Female,Govt,Yes
A00728,168153,,Business,53,Married,4.0,672,5,0.68,430558,2050575.0,1133845,240,Personal,Rural,Postgraduate,Female,Private,No
A00729,184968,,Salaried,45,Married,1.0,479,3,0.23,706229,,79847,36,Home,Rural,Graduate,Female,Private,No
A00730,135408,74633.0,Self-Employed,33,Married,2.0,836,1,0.48,701510,,812441,120,Home,Urban,Postgraduate,Male,Govt,Yes
A00731,82127,96919.0,Salaried,50,Married,,550,1,0.43,47187,,422099,240,Home,Urban,Undergraduate,Female,Govt,No
A00732,69455,29830.0,Business,51,Married,1.0,899,4,0.29,108043,2302062.0,1023647,60,Home,Semi-Urban,Graduate,Female,Govt,Yes
A00733,41181,71089.0,Self-Employed,57,Married,4.0,798,2,0.53,614970,1852525.0,70137,240,Business,Urban,Postgraduate,Female,Self,Yes
A00734,85973,64566.0,Unemployed,51,Married,2.0,636,4,0.26,302539,,1128356,36,Personal,Rural,Postgraduate,Male,Govt,No
A00735,142816,,Salaried,52,Single,2.0,821,3,0.5,192480,,392110,180,Education,Urban,Graduate,Male,Govt,Yes
A00736,95530,,Salaried,51,Single,1.0,627,4,0.44,723008,1308548.0,265832,24,Business,Urban,Graduate,Male,Private,No
A00737,150388,,Business,37,Single,,575,1,0.28,323366,1605210.0,1039817,36,Business,Semi-Urban,Postgraduate,Female,Private,No
A00738,16487,,Business,43,Married,1.0,356,3,0.11,151727,,1404325,180,Personal,Semi-Urban,Postgraduate,Male,Private,No
A00739,127066,,Salaried,33,Married,1.0,871,4,0.61,652554,,500845,24,Personal,Rural,Postgraduate,Female,Govt,Yes
A00740,187862,,Self-Employed,59,Single,4.0,555,2,0.13,398235,298792.0,1279170,36,Business,Semi-Urban,Graduate,Female,Govt,No
A00741,34395,,Self-Employed,58,Single,4.0,455,1,0.36,606975,888836.0,676745,120,Personal,Rural,Graduate,Male,Govt,No
A00742,198304,,Self-Employed,34,Married,,669,3,0.38,341873,2014303.0,436169,180,Personal,Semi-Urban,Undergraduate,Male,Govt,Yes
A00743,46245,,Self-Employed,52,Married,4.0,737,3,0.11,559064,,150728,240,Personal,Rural,Postgraduate,Female,Self,Yes
A00744,102491,83148.0,Salaried,26,Single,4.0,377,4,0.58,122791,2280373.0,1220820,180,Education,Urban,Undergraduate,Female,Private,No
A00745,137084,59151.0,Business,32,Single,0.0,638,0,0.42,608165,,1408618,60,Personal,Urban,Undergraduate,Female,Govt,No
A00746,17238,,Business,37,Married,4.0,737,1,0.42,617763,,517434,36,Education,Urban,Graduate,Male,Private,No
A00747,62601,13224.0,Self-Employed,23,Married,,846,4,0.3,571310,1511797.0,317016,24,Education,Semi-Urban,Graduate,Female,Private,Yes
A00748,76074,,Unemployed,49,Married,3.0,327,1,0.62,398335,,308180,12,Business,Semi-Urban,Postgraduate,Male,Govt,No
A00749,114747,77360.0,Salaried,53,Married,3.0,395,1,0.2,764712,2216342.0,1262790,180,Personal,Rural,Postgraduate,Female,Govt,No
A00750,70136,,Self-Employed,53,Single,0.0,789,2,0.33,484150,117718.0,284864,36,Personal,Semi-Urban,Graduate,Female,Self,Yes
A00751,93825,30062.0,Salaried,22,Married,4.0,699,3,0.13,770071,,626121,12,Education,Rural,Graduate,Male,Self,No
A00752,138158,99914.0,Self-Employed,34,Married,1.0,362,4,0.59,312321,,1436117,120,Education,Rural,Undergraduate,Male,Private,No
A00753,43676,21282.0,Salaried,40,Married,2.0,809,1,0.47,660687,,896524,12,Business,Urban,Undergraduate,Male,Private,No
A00754,27189,,Salaried,31,Married,3.0,837,1,0.16,20664,1512412.0,259956,60,Business,Rural,Postgraduate,Male,Self,Yes
A00755,181947,,Unemployed,37,Married,3.0,787,3,0.67,343560,,318851,60,Education,Urban,Graduate,Male,Govt,Yes
A00756,74127,86403.0,Salaried,46,Single,2.0,397,5,0.24,649889,491359.0,642025,180,Business,Rural,Undergraduate,Female,Govt,No
A00757,100968,,Salaried,23,Married,,448,4,0.69,667574,251403.0,857466,12,Education,Urban,Postgraduate,Female,Govt,No
A00758,164969,,Business,57,Single,0.0,652,1,0.47,479065,,900724,180,Personal,Rural,Undergraduate,Female,Private,No
A00759,63842,,Unemployed,50,Married,2.0,799,4,0.56,106191,,1440932,60,Home,Rural,Graduate,Male,Govt,No
A00760,134913,14566.0,Unemployed,39,Married,3.0,863,5,0.36,369510,,314868,240,Education,Urban,Undergraduate,Male,Govt,Yes
A00761,67082,,Self-Employed,30,Married,,838,4,0.58,561334,2252199.0,1230451,120,Education,Semi-Urban,Graduate,Male,Self,No
A00762,58420,83218.0,Self-Employed,60,Single,3.0,455,4,0.68,217018,1217783.0,939225,120,Business,Semi-Urban,Postgraduate,Female,Govt,No
A00763,93641,46.0,Self-Employed,56,Married,1.0,557,5,0.14,331741,925581.0,1451149,60,Education,Urban,Postgraduate,Male,Self,No
A00764,124840,51249.0,Business,25,Married,1.0,554,2,0.17,294635,,524596,60,Education,Rural,Postgraduate,Female,Govt,No
A00765,181921,,Salaried,59,Single,1.0,836,0,0.28,248459,,1037987,12,Personal,Semi-Urban,Graduate,Female,Private,Yes
A00766,44579,,Business,31,Single,1.0,736,4,0.15,310247,992180.0,1071950,240,Business,Rural,Postgraduate,Female,Govt,Yes
A00767,182263,,Salaried,53,Married,0.0,582,2,0.69,445030,,739605,180,Business,Urban,Undergraduate,Female,Govt,No
A00768,169949,,Business,52,Single,0.0,406,5,0.46,641108,,1225811,120,Home,Rural,Undergraduate,Male,Self,No
A00769,39881,15397.0,Self-Employed,59,Single,4.0,669,4,0.49,417871,,934640,240,Home,Semi-Urban,Undergraduate,Female,Self,No
A00770,21721,28316.0,Self-Employed,42,Single,,324,5,0.54,311474,1778656.0,257207,36,Personal,Urban,Postgraduate,Female,Govt,No
A00771,100068,,Salaried,56,Single,0.0,464,1,0.55,684778,,1197724,36,Personal,Rural,Undergraduate,Male,Private,No
A00772,95172,13277.0,Business,60,Single,2.0,715,2,0.22,675538,,1092688,36,Business,Semi-Urban,Graduate,Male,Private,Yes
A00773,19175,14611.0,Business,53,Married,1.0,895,2,0.34,592711,1292368.0,1397016,12,Home,Rural,Undergraduate,Female,Private,Yes
A00774,53211,,Salaried,46,Single,1.0,845,2,0.47,408953,,328988,60,Home,Urban,Undergraduate,Male,Self,No
A00775,86771,,Self-Employed,35,Married,0.0,529,5,0.19,241802,1896986.0,564539,240,Business,Semi-Urban,Postgraduate,Male,Private,No
A00776,63773,,Salaried,37,Single,4.0,889,3,0.32,281359,,813298,36,Home,Rural,Graduate,Female,Self,Yes
A00777,79722,70552.0,Business,51,Married,3.0,398,4,0.53,333712,489595.0,1172731,36,Home,Semi-Urban,Undergraduate,Female,Private,No
A00778,169943,57171.0,Unemployed,56,Married,0.0,475,0,0.64,591149,2777461.0,990506,180,Personal,Urban,Undergraduate,Female,Self,No
A00779,81063,95389.0,Business,29,Single,2.0,802,3,0.29,230657,,880988,24,Business,Urban,Undergraduate,Female,Govt,Yes
A00780,174801,,Salaried,60,Married,1.0,422,0,0.54,560506,1785231.0,183439,12,Business,Rural,Graduate,Female,Govt,No
A00781,39683,,Salaried,51,Single,2.0,717,3,0.29,364971,817514.0,340475,60,Home,Urban,Postgraduate,Female,Govt,Yes
A00782,74412,46032.0,Unemployed,27,Single,0.0,647,3,0.69,275289,135566.0,1148629,24,Home,Rural,Graduate,Male,Private,No
A00783,115860,40142.0,Salaried,44,Single,0.0,881,4,0.21,185767,,195519,240,Education,Rural,Postgraduate,Male,Private,Yes
A00784,61528,66496.0,Salaried,60,Single,,755,0,0.66,568703,,131315,24,Education,Urban,Postgraduate,Male,Self,Yes
A00785,55698,,Self-Employed,56,Married,1.0,765,5,0.3,474694,538139.0,865468,240,Business,Urban,Postgraduate,Male,Private,Yes
A00786,30367,62970.0,Business,41,Married,2.0,832,0,0.55,595344,,1155906,36,Education,Semi-Urban,Graduate,Female,Self,Yes
A00787,126757,,Business,52,Single,2.0,686,0,0.44,520101,,99983,60,Personal,Rural,Undergraduate,Male,Self,Yes
A00788,25913,24651.0,Business,57,Married,0.0,614,4,0.54,186779,,1188306,36,Business,Urban,Postgraduate,Male,Self,No
A00789,128719,96801.0,Business,23,Single,0.0,820,2,0.64,108442,1967777.0,499824,180,Education,Semi-Urban,Graduate,Male,Govt,Yes
A00790,115004,27004.0,Self-Employed,36,Single,0.0,597,0,0.6,351817,,1433269,24,Education,Rural,Graduate,Female,Private,No
A00791,193361,,Self-Employed,38,Single,1.0,509,5,0.59,728812,,908161,240,Business,Semi-Urban,Undergraduate,Male,Self,No
A00792,196540,51834.0,Unemployed,35,Married,1.0,759,1,0.2,673568,529746.0,197900,120,Personal,Urban,Undergraduate,Female,Self,Yes
A00793,197195,,Salaried,39,Married,4.0,849,2,0.34,279201,505048.0,1245603,240,Business,Urban,Graduate,Male,Private,Yes
A00794,140519,14331.0,Business,45,Single,3.0,534,0,0.25,92669,2959239.0,436879,180,Education,Semi-Urban,Undergraduate,Male,Self,Yes
A00795,147020,24768.0,Self-Employed,57,Single,1.0,625,0,0.65,165128,,79802,180,Home,Semi-Urban,Postgraduate,Male,Private,Yes
A00796,147538,8342.0,Salaried,33,Married,4.0,488,5,0.62,694975,1890760.0,754409,120,Personal,Rural,Graduate,Male,Self,No
A00797,98244,7433.0,Self-Employed,54,Single,0.0,366,3,0.53,23310,2644538.0,1170453,24,Home,Rural,Graduate,Male,Private,No
A00798,15896,73755.0,Self-Employed,28,Single,2.0,696,4,0.11,663806,197619.0,520848,180,Business,Semi-Urban,Undergraduate,Male,Self,No
A00799,143597,,Self-Employed,50,Married,3.0,653,5,0.23,165576,,1054806,36,Education,Semi-Urban,Undergraduate,Male,Private,No
A00800,93605,18872.0,Self-Employed,55,Single,3.0,770,3,0.22,426769,,526023,60,Business,Semi-Urban,Postgraduate,Female,Private,Yes
A00801,103552,,Business,54,Single,3.0,436,5,0.44,262957,959993.0,481835,120,Business,Semi-Urban,Undergraduate,Female,Govt,No
A00802,117977,,Self-Employed,49,Married,,411,4,0.22,658887,1778547.0,679817,60,Business,Urban,Postgraduate,Male,Self,No
A00803,69120,50589.0,Self-Employed,57,Single,1.0,579,5,0.19,677386,1735592.0,376853,240,Education,Semi-Urban,Postgraduate,Male,Self,No
A00804,40444,8566.0,Salaried,24,Married,2.0,321,0,0.22,99316,,745223,240,Home,Semi-Urban,Undergraduate,Female,Self,No
A00805,132077,,Salaried,40,Single,1.0,479,2,0.2,594181,720301.0,262859,120,Business,Rural,Postgraduate,Male,Govt,No
A00806,189029,,Salaried,29,Single,3.0,399,0,0.2,500780,,848908,120,Education,Semi-Urban,Graduate,Female,Self,Yes
A00807,163578,,Salaried,25,Married,,387,2,0.51,146498,,421689,24,Personal,Semi-Urban,Undergraduate,Male,Private,No
A00808,173023,64847.0,Salaried,44,Single,2.0,727,1,0.69,206350,,579983,24,Home,Rural,Graduate,Female,Private,Yes
A00809,132684,,Business,50,Married,,341,2,0.18,89142,1446362.0,1432884,120,Home,Semi-Urban,Postgraduate,Male,Private,No
A00810,114619,50907.0,Self-Employed,45,Married,2.0,576,5,0.34,389611,,753877,180,Personal,Rural,Graduate,Female,Private,No
A00811,84906,,Salaried,41,Married,0.0,386,5,0.58,124039,146500.0,1117012,24,Personal,Urban,Graduate,Male,Govt,No
A00812,34768,1264.0,Self-Employed,25,Married,4.0,649,4,0.48,616062,,377666,12,Home,Rural,Graduate,Male,Self,No
A00813,36274,24323.0,Self-Employed,48,Single,,393,0,0.53,249397,931722.0,1487809,120,Education,Semi-Urban,Graduate,Female,Self,No
A00814,63775,,Self-Employed,32,Married,4.0,362,3,0.68,11620,383691.0,1114481,120,Education,Rural,Graduate,Male,Govt,No
A00815,64033,42127.0,Self-Employed,58,Single,,466,3,0.23,635775,,672265,24,Home,Rural,Undergraduate,Female,Private,No
A00816,57274,8474.0,Business,43,Single,0.0,364,3,0.5,654954,1853948.0,176676,180,Home,Semi-Urban,Undergraduate,Female,Self,No
A00817,193541,79364.0,Self-Employed,41,Single,4.0,882,2,0.4,380508,,995368,180,Education,Urban,Undergraduate,Male,Govt,Yes
A00818,196106,,Business,41,Single,3.0,776,3,0.19,491144,,895659,12,Education,Semi-Urban,Postgraduate,Male,Private,Yes
A00819,110868,,Salaried,58,Single,2.0,476,1,0.33,232534,447813.0,435686,24,Home,Semi-Urban,Postgraduate,Male,Private,No
A00820,159003,36394.0,Business,59,Married,2.0,494,3,0.39,458882,1874973.0,1096765,12,Home,Semi-Urban,Undergraduate,Female,Self,No
